symbol,index,fno,chg,close,prev_close,volume,avg20v,ratio_pct,n_days_v
FIBERWEB,Outside Nifty500,No,-5.42,25.63,27.1,17411.0,35149.0,49.5,20
ITDC,Outside Nifty500,No,-5.41,653.45,690.85,186964.0,807988.0,23.1,20
KOTIC,Outside Nifty500,No,-5.38,126.62,133.82,23198.0,64251.0,36.1,20
GRAPHITE,Smallcap250,No,-5.36,781.5,825.8,1871773.0,3680659.0,50.9,20
WOCKPHARMA,Smallcap250,No,-5.29,2064.1,2179.4,851928.0,1257954.0,67.7,20
ATHERENERG,Smallcap250,Yes,-5.28,1568.5,1656.0,3713971.0,5320977.0,69.8,20
SUDARSCHEM,Outside Nifty500,No,-5.21,1183.2,1248.2,176492.0,475935.0,37.1,20
THEMISMED,Outside Nifty500,No,-5.21,121.57,128.25,127347.0,508570.0,25.0,20
PONNIERODE,Outside Nifty500,No,-5.2,351.8,371.1,20410.0,84175.0,24.2,20
URBANCO,Smallcap250,No,-5.2,158.22,166.89,4152047.0,14213612.0,29.2,20
LUMINO,Outside Nifty500,No,-5.19,103.16,108.81,7645621.0,67463762.0,11.3,9
CURAA,Outside Nifty500,No,-5.16,75.5,79.61,419.0,942.0,44.5,20
FISCHER,Outside Nifty500,No,-5.16,34.02,35.87,300708.0,599614.0,50.2,20
GENUSPOWER,Outside Nifty500,No,-5.14,306.5,323.1,1644408.0,3336322.0,49.3,20
PCBL,Smallcap250,No,-5.14,314.05,331.05,962916.0,1554840.0,61.9,20
CORDSCABLE,Outside Nifty500,No,-5.13,354.25,373.4,181308.0,684318.0,26.5,12
HINDOILEXP,Outside Nifty500,No,-5.13,175.72,185.22,844381.0,2937351.0,28.7,20
KWIL,Outside Nifty500,No,-5.13,40.83,43.04,11063147.0,40253699.0,27.5,20
LAMBODHARA,Outside Nifty500,No,-5.12,130.33,137.37,16281.0,89766.0,18.1,20
SHILPAMED,Outside Nifty500,No,-5.12,911.9,961.15,756740.0,1315032.0,57.5,20
VOGL,Outside Nifty500,No,-5.12,34.83,36.71,23297053.0,41460475.0,56.2,20
CROWN,Outside Nifty500,No,-5.08,106.83,112.55,7616.0,15441.0,49.3,20
NSLNISP,Smallcap250,No,-5.06,41.45,43.66,3741526.0,12080129.0,31.0,20
KDGREEN,Outside Nifty500,No,-5.05,46.61,49.09,33359.0,83944.0,39.7,9
UDS,Outside Nifty500,No,-5.04,197.04,207.5,95017.0,482006.0,19.7,20
CLSEL,Outside Nifty500,No,-5.03,281.6,296.5,80059.0,267537.0,29.9,20
DYCL,Outside Nifty500,No,-5.02,432.6,455.45,406393.0,1372142.0,29.6,20
PITTIENG,Outside Nifty500,No,-5.02,1109.3,1167.9,110111.0,237021.0,46.5,20
JOCIL,Outside Nifty500,No,-5.0,142.39,149.89,8184.0,31510.0,26.0,6
MILKYMIST,Outside Nifty500,No,-5.0,278.14,292.77,10778708.0,25025061.0,43.1,20
PVP,Outside Nifty500,No,-5.0,61.58,64.82,853205.0,3685601.0,23.1,20
RHETAN,Outside Nifty500,No,-5.0,22.81,24.01,246294.0,13982224.0,1.8,20
S&SPOWER,Outside Nifty500,No,-5.0,332.85,350.35,2992.0,5999.0,49.9,20
SALSTEEL,Outside Nifty500,No,-5.0,71.07,74.81,351889.0,621377.0,56.6,20
SETL,Outside Nifty500,No,-5.0,444.75,468.15,194608.0,1500268.0,13.0,20
