symbol,index,fno,chg,close,prev_close,deliv,avg20d,ratio_pct,n_days_d
EVEREADY,Outside Nifty500,No,-7.23,336.75,363.0,85920.0,74331.0,115.6,20
RUBFILA,Outside Nifty500,No,-7.23,63.56,68.51,78110.0,36672.0,213.0,20
RESPONIND,Outside Nifty500,No,-7.19,160.82,173.27,394500.0,239740.0,164.6,20
KINGFA,Outside Nifty500,No,-7.15,5754.0,6197.0,19852.0,6796.0,292.1,20
ELANTAS,Outside Nifty500,No,-7.11,13481.0,14513.0,3091.0,1432.0,215.9,20
SOLARWORLD,Outside Nifty500,No,-7.11,131.42,141.48,225443.0,141114.0,159.8,20
SAHYADRI,Outside Nifty500,No,-7.1,363.15,390.9,16593.0,13093.0,126.7,20
STYL,Outside Nifty500,No,-7.02,360.2,387.4,108771.0,52670.0,206.5,20
VINDHYATEL,Outside Nifty500,No,-6.96,2617.7,2813.5,45126.0,32831.0,137.4,20
BLUESTONE,Outside Nifty500,No,-6.94,828.55,890.35,287822.0,195729.0,147.1,20
BORORENEW,Outside Nifty500,No,-6.93,461.3,495.65,307587.0,200605.0,153.3,20
BBOX,Outside Nifty500,No,-6.87,745.8,800.8,407464.0,161725.0,251.9,20
WANBURY,Outside Nifty500,No,-6.79,223.1,239.35,121810.0,54415.0,223.9,20
TAALTECH,Outside Nifty500,No,-6.75,5012.4,5375.5,8416.0,5918.0,142.2,20
PANAMAPET,Outside Nifty500,No,-6.71,450.75,483.15,239518.0,102813.0,233.0,20
PARAS,Outside Nifty500,No,-6.71,1339.2,1435.6,507085.0,336682.0,150.6,20
CAPLIPOINT,Smallcap250,No,-6.69,2570.6,2754.9,88370.0,63979.0,138.1,20
TINNARUBR,Outside Nifty500,No,-6.68,965.0,1034.05,44695.0,20332.0,219.8,20
FCL,Outside Nifty500,No,-6.65,53.88,57.72,9020891.0,7422018.0,121.5,20
GVT&D,Midcap150,No,-6.62,4246.9,4548.1,500736.0,438367.0,114.2,20
ELLEN,Outside Nifty500,No,-6.6,355.1,380.2,526185.0,344541.0,152.7,20
NRBBEARING,Outside Nifty500,No,-6.57,480.85,514.65,241875.0,174166.0,138.9,20
NIBL,Outside Nifty500,No,-6.53,31.06,33.23,30645.0,21772.0,140.8,20
INA,Outside Nifty500,No,-6.51,86.93,92.98,767317.0,267558.0,286.8,20
CHENNPETRO,Smallcap250,No,-6.43,1471.8,1572.9,618792.0,388035.0,159.5,20
SPORTKING,Outside Nifty500,No,-6.41,201.01,214.77,272028.0,170219.0,159.8,20
KHAICHEM,Outside Nifty500,No,-6.35,50.6,54.03,127814.0,98919.0,129.2,20
APOLLOPIPE,Outside Nifty500,No,-6.25,520.2,554.9,184431.0,133296.0,138.4,20
SANSERA,Outside Nifty500,No,-6.25,3871.7,4129.9,160854.0,75766.0,212.3,20
AXISCADES,Outside Nifty500,No,-6.23,1717.7,1831.8,98118.0,82585.0,118.8,20
SUVEN,Outside Nifty500,No,-6.22,333.45,355.55,458814.0,315428.0,145.5,20
WELENT,Outside Nifty500,No,-6.18,737.6,786.2,3738122.0,334706.0,1116.8,20
AWFIS,Outside Nifty500,No,-6.16,275.15,293.2,645844.0,287862.0,224.4,20
LASERPOWER,Outside Nifty500,No,-6.16,271.9,289.75,659316.0,380976.0,173.1,20
ARDEE,Outside Nifty500,No,-6.15,47.78,50.91,2950277.0,1825415.0,161.6,20
DEFENCE,Outside Nifty500,No,-6.15,76.88,81.92,536231.0,161951.0,331.1,20
SBCL,Outside Nifty500,No,-6.15,1020.2,1087.0,224756.0,168586.0,133.3,20
BAJEL,Outside Nifty500,No,-6.13,168.87,179.89,168942.0,100132.0,168.7,20
ORIENTPPR,Outside Nifty500,No,-6.13,16.69,17.78,240147.0,190056.0,126.4,20
GOCOLORS,Outside Nifty500,No,-6.11,304.9,324.75,94665.0,62023.0,152.6,20
UDAYJEW,Outside Nifty500,No,-6.07,161.6,172.04,30481.0,19316.0,157.8,20
ASIANTNE,Outside Nifty500,No,-6.05,8.69,9.25,11592.0,10113.0,114.6,20
TEXRAIL,Outside Nifty500,No,-6.03,110.71,117.81,1029953.0,1018660.0,101.1,20
MMFL,Outside Nifty500,No,-6.0,593.8,631.7,137069.0,61010.0,224.7,20
FREDUN,Outside Nifty500,No,-5.97,1327.9,1412.2,28536.0,12880.0,221.6,20
KOTHARIPET,Outside Nifty500,No,-5.93,130.35,138.57,85619.0,42489.0,201.5,20
FINCABLES,Smallcap250,No,-5.91,1339.9,1424.0,468850.0,381177.0,123.0,20
PCJEWELLER,Outside Nifty500,No,-5.91,12.89,13.7,105652315.0,104590705.0,101.0,20
AUSTENG,Outside Nifty500,No,-5.9,127.31,135.29,5213.0,2498.0,208.7,20
LATTEYS,Outside Nifty500,No,-5.87,20.52,21.8,58493.0,36598.0,159.8,20
KIRLOSENG,Smallcap250,No,-5.86,2041.6,2168.6,333147.0,224983.0,148.1,20
