Date,Opening_Cash_Balance,Cost_Value_of_Holdings,Market_Value_of_Holdings,Gain_Loss_Unrealised,Buy_Trade_Value,Sell_Trade_Value,Trade_Cash_Flow_Impact,Gain_Loss_Realised_Cumulative,Closing_Cash_Balance,Net_Assets,Rebased_NAV,Unpriced_Symbols,Unpriced_Cost_Basis,MTF_Loan_Balance,Loan_Balance_Source,Financing_Cost_Cum_SOF_Billed,Closing_Cash_Balance_MTF,Net_Assets_MTF_v2,Rebased_NAV_MTF_v2
2026-03-16,542356.69,844003.65,806286.8,-37716.85,0.0,89937.74,89937.74,-113371.92,632294.44,1438581.24,90.5,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,632294.44,1438581.24,90.5
2026-03-17,632294.44,884083.19,860221.45,-23861.74,40079.54,0.0,-40079.54,-113371.92,592214.9,1452436.35,91.37,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,592214.9,1452436.35,91.37
2026-03-18,592214.9,884083.19,865574.35,-18508.84,0.0,0.0,0.0,-113371.92,592214.9,1457789.25,91.7,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,592214.9,1457789.25,91.7
2026-03-19,592214.9,884083.19,842325.5,-41757.69,0.0,0.0,0.0,-113371.92,592214.9,1434540.4,90.24,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,592214.9,1434540.4,90.24
2026-03-20,592214.9,864848.3,840906.65,-23941.65,0.0,18704.82,18704.82,-113901.99,610919.72,1451826.37,91.33,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,610919.72,1451826.37,91.33
2026-03-23,610919.72,864848.3,803753.9,-61094.4,0.0,0.0,0.0,-113901.99,610919.72,1414673.62,88.99,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,610919.72,1414673.62,88.99
2026-03-24,610919.72,864848.3,822028.35,-42819.95,0.0,0.0,0.0,-113901.99,610919.72,1432948.07,90.14,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,610919.72,1432948.07,90.14
2026-03-25,610919.72,864848.3,839651.2,-25197.1,0.0,0.0,0.0,-113901.99,610919.72,1450570.92,91.25,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,610919.72,1450570.92,91.25
2026-03-27,610919.72,864848.3,828217.0,-36631.3,0.0,0.0,0.0,-113901.99,610919.72,1439136.72,90.53,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,610919.72,1439136.72,90.53
2026-03-30,610919.72,864848.3,811732.2,-53116.1,0.0,0.0,0.0,-113901.99,610919.72,1422651.92,89.49,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,610919.72,1422651.92,89.49
2026-04-01,610919.72,775050.94,742999.15,-32051.79,0.0,90984.29,90984.29,-112715.05,701904.01,1444903.16,90.89,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,701904.01,1444903.16,90.89
2026-04-02,701904.01,775050.94,746094.45,-28956.49,0.0,0.0,0.0,-112715.05,701904.01,1447998.46,91.09,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,701904.01,1447998.46,91.09
2026-04-06,701904.01,775050.94,756110.6,-18940.34,0.0,0.0,0.0,-112715.05,701904.01,1458014.61,91.72,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,701904.01,1458014.61,91.72
2026-04-07,701904.01,783074.86,765010.4,-18064.46,8023.91,0.0,-8023.91,-112715.05,693880.09,1458890.49,91.77,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,693880.09,1458890.49,91.77
2026-04-08,693880.09,899745.8,901392.15,1646.35,144530.56,27013.57,-117516.99,-113561.1,576363.1,1477755.25,92.96,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,576363.1,1477755.25,92.96
2026-04-09,576363.1,995611.81,997357.5,1745.69,121570.56,28955.94,-92614.62,-110309.7,483748.49,1481105.99,93.17,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,483748.49,1481105.99,93.17
2026-04-10,483748.49,1151210.06,1165480.0,14269.94,155598.25,0.0,-155598.25,-110309.7,328150.23,1493630.23,93.96,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,328150.23,1493630.23,93.96
2026-04-13,328150.23,1239636.43,1257734.7,18098.27,116237.76,31463.49,-84774.27,-106657.6,243375.97,1501110.67,94.43,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,243375.97,1501110.67,94.43
2026-04-15,243375.97,1261650.78,1296717.75,35066.97,119968.67,101346.68,-18621.98,-103265.24,224753.98,1521471.73,95.71,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,224753.98,1521471.73,95.71
2026-04-16,224753.98,1429039.39,1474745.95,45706.56,200025.83,36657.74,-163368.09,-99244.72,61385.89,1536131.84,96.63,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,61385.89,1536131.84,96.63
2026-04-17,61385.89,1396744.23,1449970.0,53225.77,56205.16,99998.81,43793.65,-87746.24,105179.53,1555149.53,97.83,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,105179.53,1555149.53,97.83
2026-04-20,105179.53,1336308.28,1380372.8,44064.52,38239.39,104253.18,66013.79,-82168.4,171193.32,1551566.12,97.6,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,171193.32,1551566.12,97.6
2026-04-21,171193.32,1371465.64,1416249.6,44783.96,85953.77,55131.68,-30822.09,-77833.13,140371.23,1556620.83,97.92,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,140371.23,1556620.83,97.92
2026-04-22,140371.23,1402185.16,1460830.2,58645.04,55423.66,30787.08,-24636.58,-71750.19,115734.65,1576564.85,99.18,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,115734.65,1576564.85,99.18
2026-04-23,115734.65,1406102.62,1452162.05,46059.43,85102.78,90160.47,5057.68,-62775.05,120792.33,1572954.38,98.95,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,120792.33,1572954.38,98.95
2026-04-24,120792.33,1451661.81,1479244.15,27582.34,62937.37,20158.15,-42779.22,-59995.08,78013.11,1557257.26,97.96,BUILDPRO,4979.84,0.0,PRE-MTF(no loan),0.0,78013.11,1557257.26,97.96
2026-04-27,78013.11,1584651.91,1633171.7,48519.79,240849.43,113348.77,-127500.66,-54505.64,-49487.55,1583684.15,99.62,BUILDPRO,4979.84,51447.2,PRE-SERIES,0.0,1959.65,1583684.15,99.62
2026-04-28,-49487.55,1720363.77,1772621.5,52257.73,183703.08,52198.72,-131504.36,-50298.14,-180991.91,1591629.59,100.12,BUILDPRO,4979.84,173594.8,PRE-SERIES,0.0,-7397.11,1591629.59,100.12
2026-04-29,-180991.91,1849121.41,1907068.05,57946.64,184213.42,58486.71,-125726.71,-47267.2,-306718.61,1600349.44,100.67,BUILDPRO,4979.84,304779.21,PRE-SERIES,0.0,-1939.4,1600349.44,100.67
2026-04-30,-306718.61,1778088.21,1819337.1,41248.89,0.0,72499.38,72499.38,-45801.02,-234219.24,1585117.86,99.71,BUILDPRO,4979.84,257617.38,PRE-SERIES,0.0,23398.14,1585117.86,99.71
2026-05-04,-234219.24,1829393.15,1887393.35,58000.2,179927.02,126234.8,-53692.22,-48188.3,-287911.46,1599481.89,100.62,BUILDPRO,4979.84,354289.66,PRE-SERIES,0.0,66378.2,1599481.89,100.62
2026-05-05,-287911.46,1794589.48,1848455.0,53865.52,105062.38,148367.59,43305.21,-39686.77,-244606.24,1603848.76,100.89,BUILDPRO,4979.84,322794.14,PRE-SERIES,0.0,78187.9,1603848.76,100.89
2026-05-06,-244606.24,1805589.62,1864318.05,58728.43,103026.42,96516.34,-6510.08,-35196.71,-251116.33,1613201.72,101.48,BUILDPRO,4979.84,294026.97,PRE-SERIES,0.0,42910.64,1613201.72,101.48
2026-05-07,-251116.33,1859879.22,1927940.9,68061.68,109544.48,63615.69,-45928.79,-26835.89,-297045.11,1630895.79,102.59,BUILDPRO,4979.84,327520.73,PRE-SERIES,0.0,30475.62,1630895.79,102.59
2026-05-08,-297045.11,1902691.97,1966039.75,63347.78,171419.31,130929.09,-40490.22,-24513.37,-337535.33,1628504.42,102.44,BUILDPRO,4979.84,416406.0,PRE-SERIES,0.0,78870.67,1628504.42,102.44
2026-05-11,-337535.33,1729993.02,1779777.1,49784.08,159963.6,323356.16,163392.56,-33819.75,-174142.77,1605634.33,101.0,BUILDPRO,4979.84,461408.05,PRE-SERIES,0.0,287265.28,1605634.33,101.0
2026-05-12,-174142.77,737165.3,733082.45,-4082.85,0.0,998808.67,998808.67,-27838.8,824665.89,1557748.34,97.99,BUILDPRO,4979.84,0.0,PRE-SERIES,0.0,824665.89,1557748.34,97.99
2026-05-13,824665.89,962049.91,969470.5,7420.59,266013.54,39675.79,-226337.75,-29291.94,598328.15,1567798.65,98.62,BUILDPRO,4979.84,128971.5,PRE-SERIES,0.0,727299.65,1567798.65,98.62
2026-05-14,598328.15,1106359.19,1120520.1,14160.91,245675.54,103524.98,-142150.56,-27133.22,456177.59,1576697.69,99.18,BUILDPRO,4979.84,302.88,PRE-SERIES,0.0,456480.47,1576697.69,99.18
2026-05-15,456177.59,1210847.96,1220837.9,9989.94,145668.33,39825.33,-105842.99,-28487.45,350334.59,1571172.49,98.84,BUILDPRO,4979.84,16530.88,PRE-SERIES,0.0,366865.47,1571172.49,98.84
2026-05-18,350334.59,1011919.46,1017040.25,5120.79,117829.84,303398.0,185568.16,-41847.79,535902.75,1552943.0,97.69,BUILDPRO,4979.84,0.0,PRE-SERIES,0.0,535902.75,1552943.0,97.69
2026-05-19,535902.75,1291003.7,1294949.7,3946.0,279084.24,0.0,-279084.24,-41847.79,256818.51,1551768.21,97.62,BUILDPRO,4979.84,24017.4,PRE-SERIES,0.0,280835.91,1551768.21,97.62
2026-05-20,256818.51,1732684.33,1744402.5,11718.17,480408.99,45880.53,-434528.45,-34695.61,-177709.95,1566692.55,98.55,BUILDPRO,4979.84,173707.14,PRE-SERIES,0.0,-4002.81,1566692.55,98.55
2026-05-21,-177709.95,1951706.14,1957196.45,5490.31,402218.74,192525.76,-209692.98,-25366.78,-387402.93,1569793.52,98.75,BUILDPRO,4979.84,408994.69,PRE-SERIES,0.0,21591.76,1569793.52,98.75
2026-05-22,-387402.93,2012398.7,2003442.7,-8956.0,152270.0,91087.78,-61182.22,-25856.45,-448585.15,1554857.55,97.81,BUILDPRO,4979.84,475053.59,PRE-SERIES,0.0,26468.44,1554857.55,97.81
2026-05-25,-448585.15,2085173.56,2108609.65,23436.09,128427.58,55375.63,-73051.96,-26133.54,-521637.1,1586972.55,99.83,BUILDPRO,4979.84,512507.76,PRE-SERIES,0.0,-9129.34,1586972.55,99.83
2026-05-26,-521637.1,1990967.18,2031699.65,40732.47,121094.43,229438.11,108343.68,-11996.24,-413293.42,1618406.23,101.81,BUILDPRO,4979.84,400041.02,PRE-SERIES,0.0,-13252.4,1618406.23,101.81
2026-05-27,-413293.42,2063131.62,2110543.7,47412.08,231427.44,157058.01,-74369.43,-14201.23,-487662.85,1622880.85,102.09,BUILDPRO,4979.84,396347.83,PRE-SERIES,0.0,-91315.02,1622880.85,102.09
2026-05-29,-487662.85,2141216.32,2164661.7,23445.38,385996.09,319050.18,-66945.9,-3062.44,-554608.76,1610052.94,101.28,BUILDPRO,4979.84,571466.4,SOF-EXACT,0.0,16857.64,1610052.94,101.28
2026-06-01,-554608.76,1859771.19,1853220.3,-6550.89,57590.08,333191.87,275601.79,-8905.78,-279006.97,1574213.33,99.03,BUILDPRO,4979.84,437502.36,INTERPOLATED,0.0,158495.39,1574213.33,99.03
2026-06-02,-279006.97,2003620.76,2040853.8,37233.04,349384.29,193963.21,-155421.08,-20477.29,-434428.05,1606425.75,101.05,BUILDPRO,4979.84,495876.29,INTERPOLATED,0.0,61448.24,1606425.75,101.05
2026-06-03,-434428.05,1745857.6,1760652.0,14794.4,185390.38,457486.35,272095.98,-6144.48,-162332.08,1598319.92,100.54,BUILDPRO,4979.84,247989.17,INTERPOLATED,0.0,85657.09,1598319.92,100.54
2026-06-04,-162332.08,2111600.68,2144465.8,32865.12,402106.33,36072.65,-366033.68,-6435.08,-528365.75,1616100.05,101.66,BUILDPRO,4979.84,463717.27,INTERPOLATED,0.0,-64648.48,1616100.05,101.66
2026-06-05,-528365.75,2260011.99,2275567.15,15555.16,283904.81,141186.62,-142718.2,-741.96,-671083.95,1604483.2,100.93,BUILDPRO,4979.84,578701.49,SOF-EXACT,0.0,-92382.46,1604483.2,100.93
2026-06-08,-671083.95,2147385.25,2126488.95,-20896.3,47041.51,152308.6,105267.09,-8101.6,-565816.86,1560672.09,98.18,BUILDPRO,4979.84,544644.49,INTERPOLATED,0.0,-21172.37,1560672.09,98.18
2026-06-09,-565816.86,2168653.16,2194634.85,25981.69,124112.23,102946.95,-21165.28,-7998.97,-586982.13,1607652.72,101.13,BUILDPRO,4979.84,542816.72,INTERPOLATED,0.0,-44165.41,1607652.72,101.13
2026-06-10,-586982.13,1825631.05,1806516.05,-19115.0,156499.76,505965.29,349465.54,-1555.55,-237516.59,1568999.46,98.7,BUILDPRO,4979.84,276185.9,INTERPOLATED,0.0,38669.31,1568999.46,98.7
2026-06-11,-237516.59,1707161.0,1675015.8,-32145.2,107629.77,219119.53,111489.77,-8535.83,-126026.83,1548988.97,97.44,BUILDPRO,4979.84,197524.69,INTERPOLATED,0.0,71497.86,1548988.97,97.44
2026-06-12,-126026.83,1905023.73,1920196.35,15172.62,248698.38,48751.32,-199947.06,-10620.15,-325973.89,1594222.46,100.29,BUILDPRO,4979.84,408244.89,SOF-EXACT,0.0,82271.0,1594222.46,100.29
2026-06-15,-325973.89,1917619.44,1939382.85,21763.41,53673.31,40034.45,-13638.86,-11663.31,-339612.75,1599770.1,100.64,BUILDPRO,4979.84,440734.59,INTERPOLATED,0.0,101121.84,1599770.1,100.64
2026-06-16,-339612.75,2028844.86,2051808.65,22963.79,195657.28,87753.3,-107903.98,-8341.86,-447516.72,1604291.93,100.92,BUILDPRO,4979.84,512823.73,INTERPOLATED,0.0,65307.01,1604291.93,100.92
2026-06-17,-447516.72,2312922.58,2365122.7,52200.12,471712.95,191609.98,-280102.97,-4367.11,-727619.69,1637503.01,103.01,BUILDPRO,4979.84,714261.25,INTERPOLATED,0.0,-13358.44,1637503.01,103.01
2026-06-18,-727619.69,2329806.84,2364654.9,34848.06,491090.12,502505.16,11415.04,23932.19,-716204.65,1648450.25,103.7,BUILDPRO,4979.84,642693.89,INTERPOLATED,0.0,-73510.76,1648450.25,103.7
2026-06-19,-716204.65,2553184.88,2604139.6,50954.72,416994.86,202218.66,-214776.19,32534.03,-930980.84,1673158.76,105.25,BUILDPRO,4979.84,691505.27,SOF-EXACT,0.0,-239475.57,1673158.76,105.25
2026-06-22,-930980.84,2677342.01,2734209.4,56867.39,522873.53,414129.52,-108744.01,47947.16,-1039724.85,1694484.55,106.59,BUILDPRO,4979.84,644690.25,INTERPOLATED,0.0,-395034.6,1694484.55,106.59
2026-06-23,-1039724.85,2265362.24,2272451.5,7089.26,410893.67,836664.43,425770.75,61738.14,-613954.1,1658497.4,104.33,BUILDPRO,4979.84,473917.83,INTERPOLATED,0.0,-140036.27,1658497.4,104.33
2026-06-24,-613954.1,2521906.01,2521371.85,-534.16,444900.68,183295.56,-261605.12,56676.8,-875559.21,1645812.64,103.53,BUILDPRO,4979.84,578262.98,INTERPOLATED,0.0,-297296.23,1645812.64,103.53
2026-06-25,-875559.21,2331757.13,2318101.2,-13655.93,269262.41,455405.96,186143.56,52671.47,-689415.66,1628685.54,102.45,BUILDPRO,4979.84,540857.7,SOF-EXACT,0.0,-148557.96,1628685.54,102.45
2026-06-29,-689415.66,2638623.62,2654374.27,15750.65,738345.58,421628.79,-316716.79,42821.17,-1006132.45,1648241.82,103.68,BUILDPRO,4979.84,643261.45,INTERPOLATED,0.0,-362871.0,1648241.82,103.68
2026-06-30,-1006132.45,2727462.54,2766747.27,39284.73,257280.94,160229.38,-97051.56,34608.53,-1103184.01,1663563.26,104.65,BUILDPRO,4979.84,724597.04,INTERPOLATED,0.0,-378586.97,1663563.26,104.65
2026-07-01,-1103184.01,2709430.42,2740930.49,31500.07,158515.37,170241.21,11725.84,28302.25,-1091458.17,1649472.32,103.76,BUILDPRO,4979.84,677665.35,INTERPOLATED,0.0,-413792.82,1649472.32,103.76
2026-07-02,-1091458.17,2683124.47,2710120.92,26996.45,190502.01,226262.66,35760.65,37756.95,-1055697.52,1654423.4,104.07,BUILDPRO,4979.84,667483.46,INTERPOLATED,0.0,-388214.06,1654423.4,104.07
2026-07-03,-1055697.52,2573185.43,2590554.9,17369.47,150834.05,253122.64,102288.59,30106.5,-953408.93,1637145.97,102.99,BUILDPRO,4979.84,618861.69,SOF-EXACT,0.0,-334547.24,1637145.97,102.99
2026-07-06,-953408.93,2617568.86,2632537.3,14968.44,236233.7,187267.54,-48966.15,25523.77,-1002375.09,1630162.21,102.55,BUILDPRO,4979.84,630685.38,SOF-EXACT,353.54,-371689.71,1629808.67,102.52
2026-07-07,-1002375.09,2111289.49,2106323.25,-4966.24,85432.8,590840.05,505407.24,24651.64,-496967.84,1609355.41,101.24,BUILDPRO,4979.84,491387.72,SOF-EXACT,795.81,-5580.12,1608559.6,101.19
2026-07-08,-496967.84,1741709.46,1704523.65,-37185.81,268184.06,638604.23,370420.16,25491.78,-126547.68,1577975.97,99.26,BUILDPRO,4979.84,348776.67,SOF-EXACT,1197.62,222228.99,1576778.35,99.19
2026-07-09,-126547.68,1905067.98,1906915.55,1847.57,258354.99,90298.01,-168056.98,20793.32,-294604.66,1612310.89,101.42,BUILDPRO,4979.84,360847.88,SOF-EXACT,1868.57,66243.22,1610442.32,101.31
2026-07-10,-294604.66,2142741.59,2174030.15,31288.56,262062.47,26598.35,-235464.13,23002.8,-530068.79,1643961.36,103.42,BUILDPRO,4979.84,427360.86,SOF-EXACT,2526.88,-102707.93,1641434.48,103.26
2026-07-13,-530068.79,2261878.69,2302281.7,40403.01,142554.36,25924.29,-116630.07,25509.83,-646698.86,1655582.84,104.15,BUILDPRO,4979.84,476403.1,SOF-EXACT,3042.28,-170295.76,1652540.56,103.95
2026-07-14,-646698.86,2343204.91,2354725.35,11520.44,208973.03,130788.64,-78184.4,28651.66,-724883.26,1629842.09,102.53,BUILDPRO,4979.84,508312.92,SOF-EXACT,3316.66,-216570.34,1626525.43,102.32
2026-07-15,-724883.26,2357405.13,2367528.05,10122.92,213965.36,204926.36,-9039.0,33812.87,-733922.26,1633605.79,102.76,BUILDPRO,4979.84,520872.01,SOF-EXACT,3756.49,-213050.25,1629849.3,102.53
2026-07-16,-733922.26,2476104.34,2477414.8,1310.46,197231.57,86074.46,-111157.11,41354.97,-845079.37,1632335.43,102.68,BUILDPRO,4979.84,597074.76,SOF-EXACT,4150.55,-248004.61,1628184.88,102.42
2026-07-17,-845079.37,1556783.24,1537446.55,-19336.69,76795.31,976497.37,899702.06,21735.93,54622.69,1592069.24,100.15,BUILDPRO,4979.84,383055.85,SOF-EXACT,4376.22,437678.54,1587693.02,99.88
2026-07-20,54622.69,1657019.42,1652350.9,-4668.52,100236.18,0.0,-100236.18,21735.93,-45613.49,1606737.41,101.07,BUILDPRO,4979.84,407769.28,SOF-EXACT,5221.64,362155.79,1601515.77,100.75
2026-07-21,-45613.49,1657019.42,1665878.5,8859.08,0.0,0.0,0.0,21735.93,-45613.49,1620265.01,101.92,BUILDPRO,4979.84,407769.28,SOF-EXACT,5854.52,362155.79,1614410.49,101.56
2026-07-22,-45613.49,1525183.38,1514036.85,-11146.53,31473.53,154909.89,123436.36,13336.25,77822.87,1591859.72,100.14,BUILDPRO,4979.84,394650.02,SOF-EXACT,5986.83,472472.89,1585872.89,99.76
2026-07-23,77822.87,1201557.35,1193797.55,-7759.8,96525.06,406953.74,310428.68,138.91,388251.55,1582049.1,99.52,BUILDPRO,4979.84,281378.71,SOF-EXACT,6185.37,669630.26,1575863.73,99.13
2026-07-24,388251.55,1055223.13,1052219.0,-3004.13,105783.71,242917.86,137134.15,-9061.17,525385.7,1577604.7,99.24,BUILDPRO,4979.84,187120.58,SOF-EXACT,6353.89,712506.28,1571250.81,98.84
2026-07-27,525385.7,1055223.13,1063035.9,7812.77,0.0,0.0,0.0,-9061.17,525385.7,1588421.6,99.92,BUILDPRO,4979.84,187120.58,"SOF-CARRY(non-trading day, no MTF rows)",6906.37,712506.28,1581515.23,99.49
2026-07-28,525385.7,967718.05,968392.25,674.2,14250.29,94600.72,80350.42,-16215.83,605736.12,1574128.37,99.02,BUILDPRO,4979.84,185777.83,SOF-EXACT,7218.07,791513.95,1566910.3,98.57
2026-07-29,605736.12,1077010.19,1086716.45,9706.26,225595.87,112503.63,-113092.24,-20015.93,492643.88,1579360.33,99.35,BUILDPRO,4979.84,191241.28,SOF-EXACT,7268.57,683885.16,1572091.76,98.89
2026-07-30,492643.88,1137283.25,1134094.55,-3188.7,81648.02,21032.74,-60615.28,-20358.14,432028.6,1566123.15,98.52,BUILDPRO,4979.84,201205.73,SOF-EXACT,7318.57,633234.33,1558804.58,98.06
2026-07-31,432028.6,1358380.19,1375273.4,16893.21,251615.76,30494.94,-221120.82,-20382.02,210907.78,1586181.18,99.78,BUILDPRO,4979.84,218562.88,SOF-EXACT,7427.7,429470.66,1578753.48,99.31
2026-08-03,210907.78,1471366.44,1503755.15,32388.71,164526.13,48278.86,-116247.28,-23643.06,94660.51,1598415.66,100.55,BUILDPRO,4979.84,260072.7,SOF-EXACT,7777.3,354733.21,1590638.36,100.06
2026-08-04,94660.51,1682002.95,1715544.5,33541.55,312909.85,110516.44,-202393.41,-15399.95,-107732.9,1607811.6,101.14,BUILDPRO,4979.84,350945.98,SOF-EXACT,7914.45,243213.08,1599897.15,100.64
2026-08-05,-107732.9,1692143.22,1729379.4,37236.18,99815.24,89700.14,-10115.1,-15374.78,-117848.0,1611531.4,101.38,BUILDPRO,4979.84,335695.17,SOF-EXACT,8115.15,217847.17,1603416.25,100.86
2026-08-06,-117848.0,1858455.91,1891178.4,32722.49,342295.75,187394.25,-154901.49,-3963.58,-272749.49,1618428.91,101.81,BUILDPRO,4979.84,376597.84,SOF-EXACT,8209.18,103848.35,1610219.73,101.29
2026-08-07,-272749.49,1795565.91,1824714.5,29148.59,94478.15,160984.46,66506.31,-347.28,-206243.19,1618471.31,101.81,BUILDPRO,4979.84,385163.61,SOF-EXACT,8563.46,178920.42,1609907.85,101.27
2026-08-10,-206243.19,1623440.16,1628815.6,5375.44,132709.34,316321.07,183611.73,11138.7,-22631.45,1606184.15,101.04,BUILDPRO,4979.84,318603.79,SOF-EXACT,8928.42,295972.34,1597255.73,100.48
2026-08-11,-22631.45,1731050.47,1741233.25,10182.78,163583.76,55973.3,-107610.45,11138.56,-130241.91,1610991.34,101.34,BUILDPRO,4979.84,363157.68,SOF-EXACT,9319.29,232915.77,1601672.05,100.76
2026-08-12,-130241.91,1590806.62,1600052.35,9245.73,160261.75,302650.5,142388.75,13283.46,12146.84,1612199.19,101.42,BUILDPRO,4979.84,343167.05,SOF-EXACT,9653.31,355313.89,1602545.88,100.81
2026-08-13,12146.84,1674745.4,1683910.0,9164.6,201917.02,126236.04,-75680.98,21541.26,-63534.14,1620375.86,101.93,BUILDPRO,4979.84,351484.24,SOF-EXACT,10028.68,287950.1,1610347.18,101.3
2026-08-14,-63534.14,1777967.26,1790570.45,12603.19,141387.52,39364.0,-102023.52,22739.6,-165557.66,1625012.79,102.22,BUILDPRO,4979.84,367007.01,SOF-EXACT,10209.53,201449.35,1614803.26,101.58
2026-08-17,-165557.66,1848585.31,1874030.6,25445.29,195772.0,135246.92,-60525.09,32832.57,-226082.75,1647947.85,103.67,BUILDPRO,4979.84,373344.12,SOF-EXACT,10694.83,147261.37,1637253.02,102.99
2026-08-18,-226082.75,1871985.78,1909572.95,37587.17,122191.39,97100.57,-25090.82,31142.22,-251173.57,1658399.38,104.32,BUILDPRO,4979.84,363374.57,SOF-EXACT,10819.18,112201.0,1647580.2,103.64
2026-08-19,-251173.57,1675125.27,1696464.2,21338.93,79608.13,274136.54,194528.41,28810.1,-56645.16,1639819.04,103.15,BUILDPRO,4979.84,316490.9,SOF-EXACT,11154.22,259845.74,1628664.82,102.45
2026-08-20,-56645.16,1787203.68,1807561.4,20357.72,194866.6,84241.5,-110625.1,30263.42,-167270.26,1640291.14,103.18,BUILDPRO,4979.84,295714.68,SOF-EXACT,11313.88,128444.42,1628977.26,102.47
2026-08-21,-167270.26,1901418.99,1940184.1,38765.11,181651.87,64052.87,-117599.0,26879.72,-284869.26,1655314.84,104.13,BUILDPRO,4979.84,318926.89,SOF-EXACT,11411.85,34057.63,1643902.99,103.41
2026-08-24,-284869.26,1834799.09,1867202.4,32403.31,19923.39,92300.87,72377.48,32637.31,-212491.78,1654710.62,104.09,BUILDPRO,4979.84,306590.8,SOF-EXACT,12000.26,94099.02,1642710.36,103.34
2026-08-25,-212491.78,1720165.19,1733795.9,13630.71,225980.54,336291.24,110310.71,28314.11,-102181.08,1631614.82,102.64,BUILDPRO,4979.84,277660.1,SOF-EXACT,12137.68,175479.02,1619477.14,101.88
2026-08-26,-102181.08,1913694.78,1964919.9,51225.12,272910.77,77274.54,-195636.24,26207.46,-297817.32,1667102.58,104.87,BUILDPRO,4979.84,332539.05,SOF-EXACT,12222.22,34721.73,1654880.36,104.1
2026-08-27,-297817.32,1920061.17,1962352.5,42291.33,104173.02,102094.62,-2078.4,30495.46,-299895.71,1662456.79,104.58,BUILDPRO,4979.84,335335.27,SOF-EXACT,12509.94,35439.56,1649946.85,103.79
2026-08-28,-299895.71,1979294.44,2038748.15,59453.71,235071.7,171987.39,-63084.31,26644.42,-362980.02,1675768.13,105.42,BUILDPRO,4979.84,397365.42,SOF-EXACT,12620.38,34385.4,1663147.75,104.62
