sym,entry,exit,qty,entry_px,exit_px,pnl,ret_pct,R,rate,mfe_pct,mae_pct,mfe_R,mae_R,hold
DEEDEV,2026-04-29,2026-05-12,30.0,418.8415833333333,480.20246571428567,1840.8264714285713,14.650140965616254,2.092877280802321,0.07,17.63397418156707,-0.43968493258885744,2.519139168795295,-0.06281213322697962,13
ADIAMC,2026-02-26,2026-05-12,15.0,933.378728,1053.160285,1796.7233549999987,12.833114083996989,1.2833114083996984,0.1,16.63004173371303,-7.009879916611938,1.6630041733713026,-0.7009879916611939,75
ADIAMC,2026-03-12,2026-05-12,15.0,980.7576933333333,1053.160285,1086.0388749999988,7.382311875687608,0.7382311875687614,0.1,10.995815520971286,-10.446789663724898,1.0995815520971284,-1.0446789663724896,61
ADIAMC,2026-04-24,2026-05-12,10.0,1062.1255999999998,1053.160285,-89.65314999999919,-0.844091791027346,-0.12058454157533478,0.07,2.4925865641502343,-4.418083887630598,0.3560837948786048,-0.6311548410900852,18
BANMAH,2026-02-24,2026-05-12,50.0,71.54686333333333,79.17716560000001,381.5151133333337,10.664761404168722,1.0664761404168719,0.1,19.236533965919488,-14.279959815615495,1.923653396591949,-1.4279959815615495,77
BANMAH,2026-04-29,2026-05-12,200.0,80.902559,79.17716560000001,-345.07867999999746,-2.1326808710710687,-0.30466869586729584,0.07,5.447838800747951,-3.1303818214204915,0.7782626858211357,-0.44719740306007016,13
DELLIM,2026-04-21,2026-05-12,20.0,476.4214333333333,466.129945,-205.82976666666582,-2.160164848446844,-0.3085949783495494,0.07,1.1184565373947963,-5.67175014446244,0.15977950534211374,-0.8102500206374914,21
DELLIM,2026-04-29,2026-05-12,20.0,470.620415,466.129945,-89.80939999999919,-0.954159627775597,-0.1363085182536564,0.07,2.36487509790666,-2.3629266061481746,0.33783929970095145,-0.33756094373545353,13
ADAPOW,2026-04-17,2026-05-12,50.0,195.29919,210.11762599999997,740.9217999999981,7.587556302716858,1.083936614673836,0.07,17.865312191002936,1.6389264082457222,2.5521874558575623,0.2341323440351032,25
ADAPOW,2026-04-22,2026-05-12,50.0,209.39123800000002,210.11762599999997,36.31939999999787,0.3469046780266716,0.049557811146667075,0.07,9.93296672709867,0.11402673878835312,1.4189952467283815,0.01628953411262187,20
NEYLIG,2026-04-27,2026-05-12,35.0,314.0972075,309.12196,-174.1336625000008,-1.5839833596737796,-0.2262833370962542,0.07,4.967504367258657,-1.909347602206879,0.709643481036951,-0.27276394317241126,15
NEYLIG,2026-04-27,2026-05-12,40.0,315.583735,309.12196,-258.47099999999955,-2.047562749075138,-0.2925089641535907,0.07,4.473064811150684,-2.3713943939474458,0.6390092587358119,-0.3387706277067779,15
NEYLIG,2026-05-07,2026-05-12,30.0,327.4490433333333,309.12196,-549.8124999999987,-5.5969268215808725,-0.7995609745115525,0.07,0.6874219706836326,-5.909024236676885,0.09820313866909036,-0.8441463195252692,5
NEYLIG,2026-05-07,2026-05-12,30.0,329.06008,309.12196,-598.1436000000008,-6.059112366349639,-0.8655874809070916,0.07,0.1944690465035981,-6.369681791847858,0.02778129235765687,-0.9099545416925511,5
JAYNE,2026-05-05,2026-05-12,50.0,112.877628,103.58331,-464.7159000000002,-8.233977064082175,-1.1762824377260255,0.07,1.8182274347579463,-8.219191140338289,0.2597467763939923,-1.1741701629054697,7
JAYNE,2026-05-07,2026-05-12,100.0,116.072171,103.58331,-1248.8861,-10.759565270817584,-1.5370807529739405,0.07,-0.984017952072247,-10.745186285866925,-0.14057399315317812,-1.5350266122667033,5
JAYNE,2026-05-08,2026-05-12,150.0,116.83476266666668,103.58331,-1987.717900000002,-11.34204612070253,-1.6202923029575045,0.07,-1.835723048272675,-11.327760988761437,-0.26224614975323923,-1.6182515698230622,4
PARMED,2026-03-09,2026-05-12,75.0,202.562276,245.08244457142857,3189.012642857143,20.99115857654985,2.099115857654984,0.1,28.251915968795704,-8.596011233602052,2.82519159687957,-0.8596011233602052,64
PARMED,2026-04-10,2026-05-12,50.0,216.01403399999998,245.08244457142857,1453.4205285714293,13.456723173564079,1.922389024794868,0.07,20.265334242126155,-4.719153571290646,2.895047748875164,-0.6741647958986636,32
PARMED,2026-04-21,2026-05-12,50.0,227.24999,245.08244457142857,891.6227285714285,7.84706506320576,1.1210092947436792,0.07,14.319036933730999,-1.2937250294268399,2.045576704818714,-0.1848178613466914,21
ATHENE,2026-04-29,2026-05-12,5.0,954.0668533333334,921.40074,-163.33056666666664,-3.4238809596208064,-0.48912585137440023,0.07,1.6123761781389634,-5.923783342422384,0.23033945401985187,-0.8462547632031976,13
ADAPOR,2026-04-28,2026-05-12,20.0,1643.878505,1690.8253,938.9359000000013,2.8558555183492818,0.40797935976418215,0.07,7.507945059479937,-0.3819324226762122,1.0725635799257052,-0.054561774668030305,14
ATHENE,2026-05-11,2026-05-12,10.0,975.20484,920.68126,-545.2358000000004,-5.590987427831062,-0.7987124896901519,0.07,-0.5901160211633005,-5.225039695250078,-0.08430228873761436,-0.7464342421785825,1
ATHENE,2026-05-11,2026-05-12,10.0,975.0128500000001,920.68126,-543.3159000000012,-5.572397327891643,-0.7960567611273769,0.07,-0.570541198508312,-5.206377536460172,-0.08150588550118741,-0.7437682194943103,1
AETIND,2026-05-11,2026-05-12,20.0,1244.901375,1153.64586,-1825.1102999999966,-7.330340927609614,-1.0471915610870877,0.07,-3.5505925117963577,-7.1653366918323025,-0.5072275016851939,-1.0236195274046147,1
TATGLO,2026-05-11,2026-05-12,25.0,1243.398136,1255.456128,301.4498000000003,0.969761144953174,0.13853730642188186,0.07,2.2198733616245248,0.7722276334504619,0.31712476594636063,0.11031823335006595,1
BHAFOR,2026-04-29,2026-05-12,8.0,1947.7986250000001,1920.4152625,-219.06690000000162,-1.405862092134924,-0.20083744173355997,0.07,2.315505023010278,-5.23661038111679,0.3307864318586111,-0.7480871973023985,13
BHAFOR,2026-04-29,2026-05-12,2.0,1947.7986250000001,1920.41501,-54.76723000000038,-1.4058750554873267,-0.20083929364104705,0.07,2.315505023010278,-5.23661038111679,0.3307864318586111,-0.7480871973023985,13
BHAFOR,2026-05-08,2026-05-12,8.0,2010.0398375,1920.41501,-716.9986200000003,-4.458858268772992,-0.6369797526818565,0.07,-1.0119121581837809,-4.827756927479299,-0.1445588797405401,-0.6896795610684712,4
VARTEX,2026-05-11,2026-05-12,30.0,586.17788,611.2089233333334,750.931300000002,4.270212880317725,0.6100304114739612,0.07,4.703712122333936,3.321879017338558,0.6719588746191337,0.47455414533407964,1
CAREVE,2026-04-20,2026-05-12,10.0,716.95072,723.949,69.98279999999909,0.9761172985501609,0.13944532836430829,0.07,4.8537896719037965,-1.715699511397395,0.6933985245576851,-0.24509993019962784,22
LLOMET,2026-05-08,2026-05-12,20.0,1744.5196899999999,1713.0021000000002,-630.351799999994,-1.8066628987145283,-0.25809469981636113,0.07,-0.04698657198874967,-2.334149063115465,-0.006712367426964238,-0.33344986615935207,4
NORARC,2026-05-11,2026-05-12,100.0,314.484849,298.792109,-1569.2740000000015,-4.9899828401590245,-0.712854691451289,0.07,-1.1876085642523293,-5.830121564934288,-0.16965836632176132,-0.8328745092763269,1
NETTEC,2026-05-08,2026-05-12,2.0,4445.2708,4018.50235,-853.5369000000001,-9.600505103086189,-1.3715007290123118,0.07,-0.5189965029802068,-9.65679751163867,-0.07414235756860096,-1.3795425016626672,4
BAASTY,2026-05-04,2026-05-12,50.0,423.75160600000004,393.96448799999996,-1489.3559000000039,-7.029381736431716,-1.0041973909188162,0.07,-1.605092677808062,-7.693565177898121,-0.22929895397258027,-1.0990807396997315,8
GLEPHA,2026-04-15,2026-05-12,4.0,2263.5866125,2261.98065,-6.42384999999922,-0.07094769385590505,-0.0101353848365582,0.07,6.817207110514323,-1.4528541703857534,0.9738867300734747,-0.20755059576939333,27
ADAPOR,2026-04-29,2026-05-12,10.0,1672.49297,1694.93917,224.4620000000009,1.342080379566557,0.19172576850950904,0.07,5.668605590611242,-0.9084026224636443,0.8098007986587488,-0.12977180320909204,13
RBLBAN,2026-04-29,2026-05-12,70.0,342.433234,326.81732,-1093.1139800000024,-4.560279917223231,-0.6514685596033186,0.07,0.9685876459058829,-5.017980818999601,0.1383696637008404,-0.7168544027142287,13
RBLBAN,2026-05-08,2026-05-12,30.0,347.89934,326.81732,-632.4606,-6.059804540014357,-0.8656863628591944,0.07,-1.2789159071126766,-6.5103141615617925,-0.18270227244466805,-0.9300448802231132,4
NATPHA,2026-05-04,2026-05-12,15.0,1130.118952,1183.490405,800.5717949999996,4.722640294240454,0.6746628991772081,0.07,6.714430181505349,-1.3732140295971362,0.9592043116436211,-0.19617343279959087,8
NATPHA,2026-05-06,2026-05-12,5.0,1145.77132,1183.490405,188.59542499999975,3.2920255850006797,0.47028936928581055,0.07,5.25660565495738,0.37779615569359937,0.7509436649939114,0.05397087938479989,6
BLIGVS,2026-05-07,2026-05-12,50.0,275.35330999999996,272.99033,-118.14899999999966,-0.8581629180342887,-0.12259470257632656,0.07,-0.5641152452461773,-2.071269816948995,-0.08058789217802532,-0.2958956881355707,5
SAILIF,2026-02-23,2026-05-12,20.0,965.4900449999999,1088.6674233333333,2463.5475666666684,12.758016405371997,1.2758016405371992,0.1,16.64542848807935,-4.318019146432517,1.664542848807935,-0.43180191464325174,78
SAILIF,2026-02-27,2026-05-12,10.0,1003.36574,1088.6674233333333,853.0168333333336,8.50155431192352,0.8501554311923523,0.1,12.242221864182845,-5.851878099804364,1.2242221864182845,-0.5851878099804364,74
ZYDWEL,2026-04-29,2026-05-12,20.0,500.75634,504.6338083333333,77.54936666666595,0.774322364711999,0.11061748067314382,0.07,3.343674091075899,-0.06117546110350203,0.4776677272965569,-0.008739351586214573,13
ZYDWEL,2026-05-04,2026-05-12,40.0,514.54679,504.6338083333333,-396.5192666666667,-1.926546207132429,-0.2752208867332042,0.07,0.5739439167427252,-2.098310631769751,0.0819919881061036,-0.299758661681393,8
POWFIN,2026-04-16,2026-05-12,65.0,464.4343846153846,442.2744153846154,-1440.3979999999983,-4.7713885889651975,-0.6816269412807426,0.07,3.652962818130967,-5.110384890007646,0.5218518311615666,-0.7300549842868064,26
DELLIM,2026-04-29,2026-05-12,20.0,470.620415,465.530715,-101.79399999999987,-1.0814872958709199,-0.1544981851244169,0.07,2.36487509790666,-2.3629266061481746,0.33783929970095145,-0.33756094373545353,13
DELLIM,2026-05-07,2026-05-12,40.0,482.719775,465.530715,-687.5624000000016,-3.560877529825668,-0.5086967899750959,0.07,-0.20089812976897825,-3.7329680558456535,-0.02869973282413975,-0.5332811508350933,5
SAIL,2026-02-10,2026-05-12,125.0,160.7931664,175.28276036363638,1811.1992454545493,9.011324478548488,0.9011324478548484,0.1,16.491268997113306,-11.04099558300632,1.6491268997113306,-1.104099558300632,91
SAIL,2026-04-10,2026-05-12,150.0,166.81521066666664,175.28276036363638,1270.132454545461,5.076005756986857,0.72514367956955,0.07,12.285923598589843,-0.4767015330848001,1.7551319426556917,-0.0681002190121143,32
ARVFAS,2026-05-13,2026-05-13,40.0,431.66468249999997,428.992145,-106.90149999999903,-0.6191235021873687,-0.08844621459819521,0.07,-0.48989008962991853,-0.48989008962991853,-0.06998429851855979,-0.06998429851855979,0
TOUFIN,2026-05-06,2026-05-13,150.0,77.433282,75.05368266666667,-356.93989999999974,-3.0730963119105947,-0.4390137588443708,0.07,8.080140526653622,-3.852712842521644,1.154305789521946,-0.5503875489316634,7
TOUFIN,2026-05-06,2026-05-13,150.0,81.64898333333333,75.05368266666667,-989.2950999999989,-8.077627420957878,-1.1539467744225536,0.07,2.4997453530243963,-8.816990781065037,0.3571064790034851,-1.2595701115807194,7
DATPAT,2026-04-20,2026-05-14,2.0,3581.1368333333335,4133.183725,1104.0937833333328,15.415409054694496,2.202201293527785,0.07,18.680190056965618,-3.1704131569765592,2.668598579566517,-0.45291616528236556,24
DATPAT,2026-04-21,2026-05-14,2.0,3650.9123999999997,4133.183725,964.5426500000003,13.209610972862574,1.8870872818375097,0.07,16.411996080760538,-3.4104461120458396,2.3445708686800764,-0.4872065874351199,23
SYRTEC,2026-04-16,2026-05-14,10.0,953.1648366666667,1011.2622166666666,580.9737999999993,6.095208065288427,0.870744009326918,0.07,16.726924578008706,0.6069425886045865,2.3895606540012433,0.08670608408636948,28
SYRTEC,2026-05-04,2026-05-14,10.0,1005.2688,1011.2622166666666,59.93416666666576,0.596200405967684,0.08517148656681356,0.07,10.67686572984259,1.321159077054812,1.5252665328346555,0.18873701100783027,10
SYRTEC,2026-05-06,2026-05-14,10.0,1060.8476,1011.2622166666666,-495.85383333333425,-4.674128812973077,-0.667732687567583,0.07,4.878401006892963,-3.03036930092504,0.6969144295561374,-0.43290990013214853,8
CAREVE,2026-04-21,2026-05-14,15.0,740.9108133333334,742.684448,26.6045199999985,0.23938571751802584,0.03419795964543083,0.07,2.5224610479883003,-4.894086127613284,0.36035157828404285,-0.699155161087612,23
CAREVE,2026-04-21,2026-05-14,10.0,738.28536,742.684448,43.99088000000006,0.5958519887215408,0.0851217126745062,0.07,2.8870462770655525,-4.555875251271402,0.41243518243793603,-0.6508393216102003,23
ARVLIM,2026-05-13,2026-05-14,40.0,447.7999175,434.3247275,-539.0075999999999,-3.009198857210593,-0.4298855510300853,0.07,-1.205877287817947,-1.965144957848275,-0.1722681839739924,-0.28073499397832496,1
UJJSMA,2026-05-04,2026-05-14,200.0,60.6719195,55.403941,-1053.5956999999996,-8.682729248412846,-1.2403898926304069,0.07,3.3427004068991018,-6.909159186895353,0.4775286295570145,-0.9870227409850503,10
NEYLIG,2026-05-13,2026-05-14,25.0,326.6583344,385.33978,1467.0361400000004,17.964166047618235,2.5663094353740323,0.07,13.543712479053148,-0.29337515657155144,1.9348160684361642,-0.041910736653078776,1
GODPOW,2026-04-09,2026-05-15,100.0,291.13311,284.46667,-666.6439999999966,-2.289825434145898,-0.32711791916370025,0.07,5.003515402284542,-3.034045148626341,0.7147879146120774,-0.4334350212323344,36
GODPOW,2026-04-15,2026-05-15,40.0,301.6562925,284.46667,-687.5848999999994,-5.698413368917199,-0.8140590527024576,0.07,1.3405016240461753,-6.416671218618786,0.19150023200659647,-0.9166673169455407,30
RAIIND,2026-05-13,2026-05-18,100.0,162.44634,153.185335,-926.1004999999983,-5.700962545539645,-0.8144232207913775,0.07,-1.3027932793068686,-6.030508289691216,-0.18611332561526694,-0.8615011842416023,5
ATHENE,2026-05-15,2026-05-18,25.0,954.9190080000001,921.529532,-834.7369000000015,-3.4965767484230525,-0.49951096406043577,0.07,-1.8346066894921464,-4.6673076592481095,-0.26208666992744944,-0.666758237035444,3
DELLIM,2026-05-14,2026-05-18,40.0,471.046702,451.20766999999995,-793.5612800000013,-4.211691094697445,-0.6016701563853499,0.07,0.9984780659816561,-3.247385436529382,0.14263972371166514,-0.46391220521848314,4
AZAENG,2026-05-14,2026-05-18,10.0,2187.0941900000003,2029.11156,-1579.826300000002,-7.2234031219295725,-1.0319147317042239,0.07,-0.21005908300639753,-12.193996546623364,-0.03000844042948536,-1.7419995066604805,4
TDPSYS,2026-05-13,2026-05-18,30.0,1181.4740433333332,1267.7534433333335,2588.3820000000105,7.302691115970461,1.0432415879957804,0.07,12.401961557552976,-0.4717872021637315,1.7717087939361391,-0.06739817173767593,5
UJJSMA,2026-05-14,2026-05-18,200.0,56.710595999999995,54.398422499999995,-462.4347,-4.077145477363697,-0.5824493539091001,0.07,-0.40661889711051113,-4.515198535384812,-0.05808841387293016,-0.6450283621978301,4
RAIIND,2026-05-15,2026-05-18,100.0,162.606744,150.677415,-1192.9328999999996,-7.336306420353633,-1.0480437743362332,0.07,-3.454188837333816,-6.1232048284540985,-0.49345554819054505,-0.874743546922014,3
TATSTE,2026-05-13,2026-05-18,100.0,218.33590700000002,208.49177899999998,-984.412800000004,-4.508707768347076,-0.6441011097638675,0.07,1.2797221668170211,-3.9507505286338507,0.18281745240243155,-0.5643929326619787,5
NATMIN,2026-04-27,2026-05-18,150.0,90.8836305,88.78424733333333,-314.90747500000043,-2.309968423484876,-0.3299954890692679,0.07,2.559723337636699,-4.691307418666546,0.36567476251952835,-0.6701867740952208,21
MANALU,2026-04-27,2026-05-18,110.0,164.87121636363636,135.24743181818184,-3258.616299999998,-17.967832832698317,-2.566833261814044,0.07,-0.46170361353884415,-16.777468483417614,-0.06595765907697773,-2.3967812119168017,21
NEYLIG,2026-05-13,2026-05-18,20.0,326.6583344,339.36622,254.15771199999995,3.890268290059584,0.5557526128656548,0.07,13.543712479053148,-0.29337515657155144,1.9348160684361642,-0.041910736653078776,5
RISINS,2026-05-08,2026-05-18,20.0,525.940885,461.93757999999997,-1280.0661000000002,-12.169296364932725,-1.738470909276104,0.07,0.22989560889528082,-11.425406678547144,0.03284222984218298,-1.6322009540781635,10
RISINS,2026-05-11,2026-05-18,20.0,541.9216799999999,461.93757999999997,-1599.681999999999,-14.759346774980465,-2.108478110711495,0.07,-7.458952371124905,-14.037393742948224,-1.065564624446415,-2.0053419632783176,7
FSNECO,2026-04-27,2026-05-18,75.0,270.7841666666667,267.3009773333333,-261.2392000000028,-1.286334196054062,-0.1837620280077238,0.07,0.8183023995125271,-3.742525566179722,0.11690034278750386,-0.5346465094542459,21
ASHMIN,2026-04-28,2026-05-18,30.0,652.0969666666666,624.5490599999999,-826.4372000000003,-4.224510782113233,-0.6035015403018906,0.07,4.877040526028109,-3.1892445034631622,0.6967200751468727,-0.45560635763759455,20
ASHMIN,2026-05-06,2026-05-18,15.0,663.23298,624.5490599999999,-580.2588000000009,-5.832629131319744,-0.8332327330456777,0.07,3.1161025798204456,-3.668843488452578,0.4451575114029207,-0.5241204983503682,12
CAREVE,2026-04-21,2026-05-18,5.0,738.28536,756.6432000000001,91.78920000000062,2.4865507288401423,0.35522153269144996,0.07,4.898463650965534,-4.555875251271402,0.6997805215665048,-0.6508393216102003,27
CAREVE,2026-04-23,2026-05-18,10.0,754.0139,756.6432000000001,26.293000000000575,0.3487070994314667,0.049815299918780524,0.07,2.7103081256194317,-6.546815648889237,0.3871868750884902,-0.935259378412748,25
CAREVE,2026-04-29,2026-05-18,10.0,749.1050333333334,756.6432000000001,75.38166666666712,1.0062896831868562,0.14375566902669215,0.07,3.3833662222088945,-5.934419254335999,0.48333803174412776,-0.8477741791908568,19
TATSTE,2026-05-13,2026-05-18,50.0,220.53857800000003,205.464474,-753.7052000000017,-6.835132490969464,-0.9764474987099232,0.07,0.2681716756149477,-4.910060678816941,0.038310239373563953,-0.7014372398309915,5
KRNHEA,2026-05-14,2026-05-18,10.0,1181.87539,1107.13284,-747.4254999999994,-6.324063486929865,-0.9034376409899807,0.07,0.14592147485192886,-7.4014054899645405,0.020845924978846977,-1.0573436414235058,4
ARVLIM,2026-05-14,2026-05-20,40.0,438.18362750000006,487.589765,1976.2454999999977,11.275213038396782,1.6107447197709672,0.07,11.24331659333846,0.18630830746864113,1.6061880847626369,0.02661547249552016,6
ICIMET,2025-12-12,2026-05-20,2000.0,10.6005057,13.1884715,5175.931600000002,24.413606984806414,2.4413606984806404,0.1,28.861776849004485,-0.8537866264248128,2.886177684900448,-0.08537866264248127,159
AZAENG,2026-05-20,2026-05-21,10.0,1897.7130399999999,2053.0438999999997,1553.308599999998,8.185160597305053,1.169308656757864,0.07,6.654692112986704,5.790494014837999,0.9506703018552433,0.8272134306911426,1
