sym,fund,entry,exit,conv,qty,entry_px,exit_px,cost,pnl,ret_pct,R,mfe_pct,mae_pct,hold,mtf_days,state,rd,fin,pnl_net,R_net
DATPAT,MTF,2026-05-05,2026-05-14,,4.0,4238.339075,4133.183725,16953.3563,-420.6214,-2.4810509055366192,-0.35443584364808883,0.2774890067048341,-5.375668887463892,9,9,closed,152580.20669999998,50.01951378495777,-470.6409137849578,-0.39658469429439147
CAREVE,MTF,2026-05-13,2026-05-14,,25.0,755.117488,742.684448,18877.9372,-310.82600000000014,-1.6465040470629355,-0.23521486386613416,0.5936178238796108,-0.7836512985115673,1,1,closed,18877.9372,6.188648320968405,-317.01464832096855,-0.23989806949350112
ARVLIM,MTF,2026-05-13,2026-05-14,,40.0,447.7999175,434.3247275,17911.9967,-539.0075999999999,-3.009198857210593,-0.4298855510300853,-1.205877287817947,-1.965144957848275,1,1,closed,17911.9967,5.871989461997289,-544.8795894619972,-0.43456875665745226
UJJSMA,MTF,2026-05-04,2026-05-14,,200.0,60.6719195,55.403941,12134.3839,-1053.5956999999996,-8.682729248412846,-1.2403898926304069,3.3427004068991018,-6.909159186895353,10,10,closed,121343.839,39.77947047557774,-1093.3751704755773,-1.2872219489040766
NEYLIG,CNC,2026-05-13,2026-05-14,,25.0,326.6583344,385.33978,8166.45836,1467.0361400000004,17.964166047618235,2.5663094353740323,13.543712479053148,-0.29337515657155144,1,0,closed,0.0,0.0,1467.0361400000004,2.5663094353740323
RAIIND,MTF,2026-05-13,2026-05-18,,100.0,162.44634,153.185335,16244.634,-926.1004999999983,-5.700962545539645,-0.8144232207913775,-1.3027932793068686,-6.030508289691216,5,5,closed,81223.17,26.62693647716083,-952.7274364771591,-0.8378392489282124
ATHENE,CNC,2026-05-15,2026-05-18,,25.0,954.9190080000001,921.529532,23872.9752,-834.7369000000015,-3.4965767484230525,-0.49951096406043577,-1.8346066894921464,-4.6673076592481095,3,0,closed,0.0,0.0,-834.7369000000015,-0.49951096406043577
DELLIM,CNC,2026-05-14,2026-05-18,,40.0,471.046702,451.20766999999995,18841.86808,-793.5612800000013,-4.211691094697445,-0.6016701563853499,0.9984780659816561,-3.247385436529382,4,0,closed,0.0,0.0,-793.5612800000013,-0.6016701563853499
AZAENG,CNC,2026-05-14,2026-05-18,,10.0,2187.0941900000003,2029.11156,21870.9419,-1579.826300000002,-7.2234031219295725,-1.0319147317042239,-0.21005908300639753,-12.193996546623364,4,0,closed,0.0,0.0,-1579.826300000002,-1.0319147317042239
TDPSYS,MTF,2026-05-13,2026-05-18,,30.0,1181.4740433333332,1267.7534433333335,35444.2213,2588.3820000000105,7.302691115970461,1.0432415879957804,12.401961557552976,-0.4717872021637315,5,5,closed,177221.1065,58.097401827429955,2530.2845981725804,1.0198255598589456
UJJSMA,MTF,2026-05-14,2026-05-18,,200.0,56.710595999999995,54.398422499999995,11342.1192,-462.4347,-4.077145477363697,-0.5824493539091001,-0.40661889711051113,-4.515198535384812,4,4,closed,45368.4768,14.872893409837918,-477.3075934098379,-0.601182176418568
RAIIND,MTF,2026-05-15,2026-05-18,,100.0,162.606744,150.677415,16260.6744,-1192.9328999999996,-7.336306420353633,-1.0480437743362332,-3.454188837333816,-6.1232048284540985,3,3,closed,48782.023199999996,15.991937189520993,-1208.9248371895205,-1.0620933912183341
TATSTE,MTF,2026-05-13,2026-05-18,,100.0,218.33590700000002,208.49177899999998,21833.5907,-984.412800000004,-4.508707768347076,-0.6441011097638675,1.2797221668170211,-3.9507505286338507,5,5,closed,109167.9535,35.78791819115342,-1020.2007181911574,-0.6675171379007022
NATMIN,CNC,2026-05-14,2026-05-18,,150.0,93.33755280000001,88.78424733333333,14000.632920000002,-682.9958200000028,-4.878321029503874,-0.6969030042148395,-0.13665753619375165,-3.4257945532936818,4,0,closed,0.0,0.0,-682.9958200000028,-0.6969030042148395
MANALU,CNC,2026-04-27,2026-05-18,,110.0,164.87121636363636,135.24743181818184,18135.8338,-3258.616299999998,-17.967832832698317,-2.566833261814044,-0.46170361353884415,-16.777468483417614,21,0,closed,0.0,0.0,-3258.616299999998,-2.566833261814044
